DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AUSTRIA_DEMAND_[MW];AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW];BELGIUM_DEMAND_[MW];BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW];DENMARK_DEMAND_[MW];DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DENMARK_DEFICIT(-)_SURPLUS(+)_[MW];FRANCE_DEMAND_[MW];FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FRANCE_DEFICIT(-)_SURPLUS(+)_[MW];GERMANY_DEMAND_[MW];GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW];GERMANY_DEFICIT(-)_SURPLUS(+)_[MW];NETHERLANDS_DEMAND_[MW];NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW];SLOVENIA_DEMAND_[MW];SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW];SWITZERLAND_DEMAND_[MW];SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW];CZECH_REPUBLIC_DEMAND_[MW];CZECH_REPUBLIC_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CZECH_REPUBLIC_DEFICIT(-)_SURPLUS(+)_[MW]
22.06.2024;22.06.2024;FCR;1;NEGPOS_16_20;127,20;72,00;133,68;-50,00;93,00;193,92;-65,00;25,00;127,20;-22,00;486,00;7,88;145,00;564,00;127,20;33,00;110,00;127,20;-32,00;14,00;127,20;-7,00;62,00;127,20;38,00;77,00;192,00;-40,00
22.06.2024;22.06.2024;FCR;1;NEGPOS_20_24;73,30;72,00;73,30;-20,00;93,00;195,76;-65,00;25,00;73,30;-22,00;486,00;13,60;145,00;564,00;73,30;-8,00;110,00;73,30;-40,00;14,00;73,30;-14,00;62,00;73,30;64,00;77,00;152,00;-40,00
23.06.2024;23.06.2024;FCR;1;NEGPOS_00_04;47,08;72,00;47,08;-43,00;93,00;127,22;-65,00;25,00;47,08;-24,00;486,00;13,72;145,00;564,00;47,08;65,00;110,00;47,08;-52,00;14,00;47,08;-13,00;62,00;47,08;30,00;77,00;47,08;-43,00
23.06.2024;23.06.2024;FCR;1;NEGPOS_04_08;83,61;72,00;83,61;-50,00;93,00;181,52;-65,00;25,00;83,61;-23,00;486,00;31,26;136,00;564,00;83,61;80,00;110,00;83,61;-52,00;14,00;83,61;-13,00;62,00;83,61;37,00;77,00;83,61;-48,00
23.06.2024;23.06.2024;FCR;1;NEGPOS_08_12;177,25;72,00;211,52;-50,00;93,00;251,60;-41,00;25,00;177,25;-21,00;486,00;8,00;145,00;564,00;177,25;16,00;110,00;177,25;-41,00;14,00;177,25;-6,00;62,00;177,25;43,00;77,00;177,25;-45,00
23.06.2024;23.06.2024;FCR;1;NEGPOS_12_16;245,75;72,00;263,88;-50,00;93,00;251,60;-41,00;25,00;245,75;-19,00;486,00;7,08;145,00;564,00;245,75;13,00;110,00;245,75;-33,00;14,00;245,75;-6,00;62,00;245,75;34,00;77,00;245,75;-43,00
23.06.2024;23.06.2024;FCR;1;NEGPOS_16_20;119,17;72,00;133,68;-50,00;93,00;251,60;-41,00;25,00;119,17;-25,00;486,00;6,00;147,00;564,00;119,17;24,00;110,00;119,17;-46,00;14,00;119,17;-6,00;62,00;119,17;42,00;77,00;119,17;-43,00
23.06.2024;23.06.2024;FCR;1;NEGPOS_20_24;92,53;72,00;92,53;-20,00;93,00;144,03;-65,00;25,00;92,53;-23,00;486,00;10,28;145,00;564,00;92,53;0,00;110,00;92,53;-49,00;14,00;92,53;-14,00;62,00;92,53;69,00;77,00;92,53;-43,00
24.06.2024;24.06.2024;FCR;1;NEGPOS_00_04;47,72;72,00;47,72;-45,00;93,00;133,64;-65,00;25,00;47,72;-24,00;486,00;7,92;145,00;564,00;47,72;55,00;110,00;47,72;-70,00;14,00;47,72;-13,00;62,00;47,72;60,00;77,00;47,72;-43,00
24.06.2024;24.06.2024;FCR;1;NEGPOS_04_08;64,75;72,00;64,75;-31,00;93,00;178,94;-65,00;25,00;64,75;-23,00;486,00;12,48;145,00;564,00;64,75;51,00;110,00;69,20;-77,00;14,00;64,75;-13,00;62,00;64,75;56,00;77,00;64,75;-43,00
24.06.2024;24.06.2024;FCR;1;NEGPOS_08_12;148,66;72,00;148,66;-16,00;93,00;240,00;-41,00;25,00;148,66;-18,00;486,00;15,52;145,00;564,00;148,66;-53,00;110,00;148,66;-65,00;14,00;148,66;-6,00;62,00;117,90;95,00;77,00;148,66;-41,00
24.06.2024;24.06.2024;FCR;1;NEGPOS_12_16;193,84;72,00;193,84;-37,00;93,00;240,00;-41,00;25,00;193,84;-18,00;486,00;15,52;145,00;564,00;193,84;-45,00;110,00;193,84;-57,00;14,00;193,84;-6,00;62,00;180,00;100,00;77,00;193,84;-41,00
24.06.2024;24.06.2024;FCR;1;NEGPOS_16_20;112,88;72,00;112,88;-20,00;93,00;240,00;-41,00;25,00;112,88;-24,00;486,00;9,44;145,00;564,00;112,88;-41,00;110,00;112,88;-70,00;14,00;112,88;-6,00;62,00;106,63;101,00;77,00;112,88;-43,00
24.06.2024;24.06.2024;FCR;1;NEGPOS_20_24;92,00;72,00;92,00;-21,00;93,00;206,84;-65,00;25,00;92,00;-23,00;486,00;14,76;145,00;564,00;92,00;20,00;110,00;92,00;-73,00;14,00;92,00;-14,00;62,00;92,00;74,00;77,00;92,00;-43,00
25.06.2024;25.06.2024;FCR;1;NEGPOS_00_04;42,03;72,00;42,03;-42,00;93,00;131,92;-65,00;25,00;42,03;-23,00;486,00;11,00;145,00;564,00;42,03;35,00;110,00;42,03;-58,00;14,00;42,03;-13,00;62,00;42,03;62,00;77,00;42,03;-41,00
25.06.2024;25.06.2024;FCR;1;NEGPOS_04_08;65,97;72,00;65,97;-41,00;93,00;228,83;-65,00;25,00;65,97;-22,00;486,00;15,52;145,00;564,00;65,97;34,00;110,00;69,20;-77,00;14,00;65,97;-13,00;62,00;65,97;80,00;77,00;65,97;-41,00
25.06.2024;25.06.2024;FCR;1;NEGPOS_08_12;161,72;72,00;161,72;-26,00;93,00;239,56;-41,00;25,00;161,72;-18,00;486,00;14,76;145,00;564,00;161,72;-32,00;110,00;161,72;-69,00;14,00;161,72;-7,00;62,00;126,40;99,00;77,00;161,72;-51,00
25.06.2024;25.06.2024;FCR;1;NEGPOS_12_16;173,53;72,00;173,53;-35,00;93,00;239,56;-41,00;25,00;173,53;-18,00;486,00;16,00;140,00;564,00;173,53;-9,00;110,00;173,53;-61,00;14,00;173,53;-5,00;62,00;173,53;81,00;77,00;173,53;-51,00
25.06.2024;25.06.2024;FCR;1;NEGPOS_16_20;107,30;72,00;107,30;-34,00;93,00;239,56;-41,00;25,00;107,30;-23,00;486,00;14,00;145,00;564,00;107,30;-16,00;110,00;107,30;-74,00;14,00;107,30;-7,00;62,00;107,30;91,00;77,00;107,30;-41,00
25.06.2024;25.06.2024;FCR;1;NEGPOS_20_24;68,00;72,00;68,00;-23,00;93,00;179,63;-65,00;25,00;68,00;-22,00;486,00;15,52;143,00;564,00;68,00;20,00;110,00;68,00;-59,00;14,00;68,00;-14,00;62,00;68,00;61,00;77,00;68,00;-41,00
26.06.2024;26.06.2024;FCR;1;NEGPOS_00_04;37,72;72,00;37,72;-6,00;93,00;125,04;-65,00;25,00;37,72;-23,00;486,00;9,44;144,00;564,00;37,72;25,00;110,00;37,72;-59,00;14,00;37,72;-14,00;62,00;37,72;41,00;77,00;37,72;-43,00
26.06.2024;26.06.2024;FCR;1;NEGPOS_04_08;61,26;72,00;61,26;-19,00;93,00;125,88;-65,00;25,00;61,26;-23,00;486,00;14,00;145,00;564,00;61,26;39,00;110,00;69,20;-77,00;14,00;61,26;-14,00;62,00;61,26;59,00;77,00;61,26;-45,00
26.06.2024;26.06.2024;FCR;1;NEGPOS_08_12;129,24;72,00;129,24;30,00;93,00;129,24;-65,00;25,00;129,24;-24,00;486,00;14,76;145,00;564,00;129,24;-34,00;110,00;129,24;-71,00;14,00;129,24;-7,00;62,00;129,24;71,00;77,00;129,24;-45,00
26.06.2024;26.06.2024;FCR;1;NEGPOS_12_16;160,00;72,00;160,00;11,00;93,00;160,00;-65,00;25,00;160,00;-23,00;486,00;32,76;145,00;564,00;160,00;-38,00;110,00;160,00;-58,00;14,00;160,00;-7,00;62,00;160,00;80,00;77,00;160,00;-45,00
26.06.2024;26.06.2024;FCR;1;NEGPOS_16_20;97,32;72,00;97,32;7,00;93,00;147,92;-65,00;25,00;97,32;-24,00;486,00;15,52;145,00;564,00;97,32;-2,00;110,00;97,32;-71,00;14,00;97,32;-14,00;62,00;97,32;69,00;77,00;97,32;-45,00
26.06.2024;26.06.2024;FCR;1;NEGPOS_20_24;62,67;72,00;62,67;-14,00;93,00;132,80;-65,00;25,00;62,67;-23,00;486,00;29,16;145,00;564,00;62,67;23,00;110,00;62,67;-56,00;14,00;62,67;-14,00;62,00;62,67;49,00;77,00;62,67;-45,00
27.06.2024;27.06.2024;FCR;1;NEGPOS_00_04;34,29;72,00;34,29;-11,00;93,00;136,24;-65,00;25,00;34,29;-23,00;486,00;13,24;145,00;564,00;34,29;17,00;110,00;34,29;-59,00;14,00;34,29;-14,00;62,00;34,29;52,00;77,00;34,29;-42,00
27.06.2024;27.06.2024;FCR;1;NEGPOS_04_08;49,07;72,00;49,07;-31,00;93,00;166,60;-60,00;25,00;49,07;-23,00;486,00;21,36;145,00;564,00;49,07;48,00;110,00;49,07;-74,00;14,00;49,07;-14,00;62,00;49,07;49,00;77,00;49,07;-40,00
27.06.2024;27.06.2024;FCR;1;NEGPOS_08_12;90,00;72,00;90,00;2,00;93,00;131,56;-65,00;25,00;90,00;-23,00;486,00;60,70;143,00;564,00;90,00;-17,00;110,00;90,00;-62,00;14,00;90,00;-14,00;62,00;90,00;76,00;77,00;90,00;-40,00
27.06.2024;27.06.2024;FCR;1;NEGPOS_12_16;114,00;72,00;114,00;-10,00;93,00;131,88;-65,00;25,00;114,00;-18,00;486,00;29,64;144,00;564,00;114,00;-12,00;110,00;114,00;-49,00;14,00;114,00;-5,00;62,00;114,00;55,00;77,00;114,00;-40,00
27.06.2024;27.06.2024;FCR;1;NEGPOS_16_20;85,00;72,00;85,00;0,00;93,00;128,84;-65,00;25,00;85,00;-23,00;486,00;10,96;145,00;564,00;85,00;21,00;110,00;85,00;-60,00;14,00;85,00;-14,00;62,00;85,00;36,00;77,00;85,00;-40,00
27.06.2024;27.06.2024;FCR;1;NEGPOS_20_24;59,17;72,00;59,17;-26,00;93,00;143,52;-65,00;25,00;59,17;-22,00;486,00;35,23;146,00;564,00;59,17;50,00;110,00;59,17;-74,00;14,00;59,17;-14,00;62,00;59,17;46,00;77,00;59,17;-40,00
28.06.2024;28.06.2024;FCR;1;NEGPOS_00_04;34,00;72,00;34,00;-16,00;93,00;134,48;-65,00;25,00;34,00;-24,00;486,00;10,96;145,00;564,00;34,00;29,00;110,00;34,00;-76,00;14,00;34,00;-14,00;62,00;34,00;64,00;77,00;34,00;-43,00
28.06.2024;28.06.2024;FCR;1;NEGPOS_04_08;51,64;72,00;51,64;-15,00;93,00;150,68;-65,00;25,00;51,64;-24,00;486,00;14,00;145,00;564,00;51,64;25,00;110,00;51,64;-73,00;14,00;51,64;-14,00;62,00;51,64;64,00;77,00;51,64;-43,00
28.06.2024;28.06.2024;FCR;1;NEGPOS_08_12;101,43;72,00;101,43;8,00;93,00;155,92;-41,00;25,00;101,43;-23,00;486,00;14,00;145,00;564,00;101,43;-46,00;110,00;101,43;-75,00;14,00;101,43;-7,00;62,00;101,43;82,00;77,00;101,43;-43,00
28.06.2024;28.06.2024;FCR;1;NEGPOS_12_16;168,30;72,00;168,30;-5,00;93,00;168,30;-41,00;25,00;168,30;-14,00;486,00;10,68;145,00;564,00;168,30;-49,00;110,00;168,30;-67,00;14,00;168,30;-6,00;62,00;168,30;80,00;77,00;168,30;-43,00
28.06.2024;28.06.2024;FCR;1;NEGPOS_16_20;84,32;72,00;84,32;-2,00;93,00;155,92;-41,00;25,00;84,32;-21,00;486,00;10,00;145,00;564,00;84,32;-23,00;110,00;84,32;-72,00;14,00;84,32;-14,00;62,00;84,32;71,00;77,00;84,32;-43,00
28.06.2024;28.06.2024;FCR;1;NEGPOS_20_24;50,00;72,00;50,00;-12,00;93,00;155,92;-41,00;25,00;50,00;-24,00;486,00;20,00;145,00;564,00;50,00;14,00;110,00;50,00;-75,00;14,00;50,00;-14,00;62,00;50,00;50,00;77,00;50,00;-43,00
29.06.2024;29.06.2024;FCR;1;NEGPOS_00_04;38,57;72,00;38,57;-13,00;93,00;185,16;-65,00;25,00;38,57;-24,00;486,00;13,24;145,00;564,00;38,57;15,00;110,00;38,57;-60,00;14,00;38,57;-13,00;62,00;38,57;58,00;77,00;38,57;-43,00
29.06.2024;29.06.2024;FCR;1;NEGPOS_04_08;49,00;72,00;49,00;-4,00;93,00;206,62;-65,00;25,00;49,00;-24,00;486,00;31,06;145,00;564,00;49,00;-6,00;110,00;49,00;-57,00;14,00;49,00;-13,00;62,00;49,00;67,00;77,00;49,00;-43,00
29.06.2024;29.06.2024;FCR;1;NEGPOS_08_12;120,00;72,00;120,00;-15,00;93,00;284,00;-41,00;25,00;120,00;-21,00;486,00;14,00;145,00;564,00;120,00;-39,00;110,00;120,00;-50,00;14,00;120,00;-13,00;62,00;120,00;81,00;77,00;120,00;-47,00
29.06.2024;29.06.2024;FCR;1;NEGPOS_12_16;150,00;72,00;150,00;-18,00;93,00;284,00;-41,00;25,00;150,00;-17,00;486,00;8,68;145,00;564,00;150,00;-33,00;110,00;150,00;-49,00;14,00;150,00;-10,00;62,00;150,00;70,00;77,00;150,00;-47,00
29.06.2024;29.06.2024;FCR;1;NEGPOS_16_20;100,00;72,00;100,00;-18,00;93,00;284,00;-41,00;25,00;100,00;-23,00;486,00;11,08;145,00;564,00;100,00;-9,00;110,00;100,00;-72,00;14,00;100,00;-13,00;62,00;100,00;74,00;77,00;100,00;-43,00
29.06.2024;29.06.2024;FCR;1;NEGPOS_20_24;53,64;72,00;53,64;-7,00;93,00;179,56;-65,00;25,00;53,64;-23,00;486,00;37,55;147,00;564,00;53,64;-12,00;110,00;53,64;-57,00;14,00;53,64;-14,00;62,00;53,64;76,00;77,00;53,64;-43,00
30.06.2024;30.06.2024;FCR;1;NEGPOS_00_04;41,25;72,00;41,25;-10,00;93,00;213,68;-65,00;25,00;41,25;-24,00;486,00;7,92;145,00;564,00;41,25;10,00;110,00;41,25;-60,00;14,00;41,25;-13,00;62,00;41,25;65,00;77,00;41,25;-48,00
30.06.2024;30.06.2024;FCR;1;NEGPOS_04_08;55,00;72,00;55,00;-10,00;93,00;213,92;-65,00;25,00;55,00;-23,00;486,00;7,12;145,00;564,00;55,00;-6,00;110,00;55,00;-57,00;14,00;55,00;-13,00;62,00;55,00;77,00;77,00;55,00;-48,00
30.06.2024;30.06.2024;FCR;1;NEGPOS_08_12;135,00;72,00;135,00;-7,00;93,00;216,31;-65,00;25,00;135,00;-21,00;486,00;7,92;145,00;564,00;135,00;-31,00;110,00;135,00;-49,00;14,00;135,00;-13,00;62,00;135,00;93,00;77,00;135,00;-52,00
30.06.2024;30.06.2024;FCR;1;NEGPOS_12_16;144,62;72,00;144,62;-7,00;93,00;314,94;-65,00;25,00;144,62;-17,00;486,00;9,40;145,00;564,00;144,62;-37,00;110,00;144,62;-49,00;14,00;144,62;-9,00;62,00;144,62;86,00;77,00;144,62;-47,00
30.06.2024;30.06.2024;FCR;1;NEGPOS_16_20;110,40;72,00;110,40;-7,00;93,00;198,20;-65,00;25,00;110,40;-21,00;486,00;7,16;145,00;564,00;110,40;-12,00;110,00;110,40;-54,00;14,00;110,40;-7,00;62,00;110,40;69,00;77,00;110,40;-48,00
30.06.2024;30.06.2024;FCR;1;NEGPOS_20_24;58,01;72,00;58,01;13,00;93,00;197,60;-65,00;25,00;58,01;-23,00;486,00;34,88;145,00;564,00;58,01;-24,00;110,00;58,01;-57,00;14,00;58,01;-14,00;62,00;58,01;73,00;77,00;58,01;-48,00
01.07.2024;01.07.2024;FCR;1;NEGPOS_00_04;44,23;72,00;44,23;-8,00;93,00;195,20;-41,00;25,00;44,23;-24,00;486,00;10,96;145,00;564,00;44,23;30,00;110,00;44,23;-72,00;14,00;44,23;-13,00;62,00;44,23;29,00;77,00;148,00;-46,00
01.07.2024;01.07.2024;FCR;1;NEGPOS_04_08;57,50;72,00;57,50;-9,00;93,00;195,20;-41,00;25,00;57,50;-23,00;486,00;25,88;129,00;564,00;57,50;13,00;110,00;57,50;-70,00;14,00;57,50;-13,00;62,00;57,50;60,00;77,00;148,00;-46,00
01.07.2024;01.07.2024;FCR;1;NEGPOS_08_12;148,00;72,00;148,00;25,00;93,00;195,20;-41,00;25,00;148,00;-23,00;486,00;60,90;146,00;564,00;148,00;-56,00;110,00;148,00;-64,00;14,00;148,00;-6,00;62,00;148,00;66,00;77,00;148,00;-46,00
01.07.2024;01.07.2024;FCR;1;NEGPOS_12_16;148,00;72,00;148,00;25,00;93,00;195,20;-41,00;25,00;148,00;-18,00;486,00;14,76;145,00;564,00;148,00;-66,00;110,00;148,00;-57,00;14,00;148,00;-4,00;62,00;148,00;66,00;77,00;148,00;-46,00
01.07.2024;01.07.2024;FCR;1;NEGPOS_16_20;113,00;72,00;113,00;33,00;93,00;195,20;-42,00;25,00;113,00;-23,00;486,00;13,24;145,00;564,00;113,00;-41,00;110,00;113,00;-68,00;14,00;113,00;-7,00;62,00;113,00;49,00;77,00;148,00;-46,00
01.07.2024;01.07.2024;FCR;1;NEGPOS_20_24;74,43;72,00;74,43;-17,00;93,00;195,20;-41,00;25,00;74,43;-23,00;486,00;14,76;145,00;564,00;74,43;18,00;110,00;74,43;-70,00;14,00;74,43;-14,00;62,00;74,43;48,00;77,00;148,00;-46,00
02.07.2024;02.07.2024;FCR;1;NEGPOS_00_04;41,40;72,00;41,40;-22,00;93,00;184,68;-65,00;25,00;41,40;-24,00;486,00;12,48;145,00;564,00;41,40;78,00;110,00;41,40;-73,00;14,00;41,40;-13,00;62,00;41,40;27,00;77,00;213,80;-53,00
02.07.2024;02.07.2024;FCR;1;NEGPOS_04_08;65,02;72,00;65,02;-31,00;93,00;187,92;-65,00;25,00;65,02;-24,00;486,00;30,83;148,00;564,00;65,02;59,00;110,00;65,02;-71,00;14,00;65,02;-14,00;62,00;65,02;54,00;77,00;213,80;-53,00
02.07.2024;02.07.2024;FCR;1;NEGPOS_08_12;118,44;72,00;118,44;11,00;93,00;184,24;-65,00;25,00;118,44;-23,00;486,00;61,10;145,00;564,00;118,44;-18,00;110,00;118,44;-68,00;14,00;118,44;-7,00;62,00;118,44;71,00;77,00;188,00;-46,00
02.07.2024;02.07.2024;FCR;1;NEGPOS_12_16;115,00;72,00;115,00;1,00;93,00;267,60;-41,00;25,00;115,00;-18,00;486,00;32,86;145,00;564,00;115,00;-27,00;110,00;115,00;-68,00;14,00;115,00;-6,00;62,00;115,00;60,00;77,00;188,00;-46,00
02.07.2024;02.07.2024;FCR;1;NEGPOS_16_20;100,75;72,00;100,75;-4,00;93,00;267,60;-41,00;25,00;100,75;-18,00;486,00;33,72;145,00;564,00;100,75;-7,00;110,00;100,75;-68,00;14,00;100,75;-7,00;62,00;100,75;46,00;77,00;188,00;-46,00
02.07.2024;02.07.2024;FCR;1;NEGPOS_20_24;66,00;72,00;66,00;-11,00;93,00;196,28;-65,00;25,00;66,00;-24,00;486,00;14,00;145,00;564,00;66,00;42,00;110,00;66,00;-70,00;14,00;66,00;-14,00;62,00;66,00;43,00;77,00;188,00;-46,00
03.07.2024;03.07.2024;FCR;1;NEGPOS_00_04;39,84;72,00;39,84;-17,00;93,00;139,99;-64,00;25,00;39,84;-20,00;486,00;14,00;145,00;564,00;39,84;67,00;110,00;39,84;-73,00;14,00;39,84;-12,00;62,00;39,84;21,00;77,00;39,84;-47,00
03.07.2024;03.07.2024;FCR;1;NEGPOS_04_08;61,44;72,00;61,44;-27,00;93,00;139,99;-64,00;25,00;61,44;-24,00;486,00;43,60;145,00;564,00;61,44;55,00;110,00;61,44;-60,00;14,00;61,44;-14,00;62,00;61,44;36,00;77,00;61,44;-47,00
03.07.2024;03.07.2024;FCR;1;NEGPOS_08_12;100,00;72,00;100,00;26,00;93,00;139,54;-65,00;25,00;100,00;-24,00;486,00;100,00;98,00;564,00;100,00;20,00;110,00;100,00;-63,00;14,00;100,00;-7,00;62,00;100,00;62,00;77,00;100,00;-47,00
03.07.2024;03.07.2024;FCR;1;NEGPOS_12_16;89,40;72,00;89,40;22,00;93,00;139,99;-41,00;25,00;89,40;-23,00;486,00;14,00;145,00;564,00;89,40;9,00;110,00;89,40;-63,00;14,00;89,40;-10,00;62,00;89,40;8,00;77,00;89,40;-47,00
03.07.2024;03.07.2024;FCR;1;NEGPOS_16_20;71,00;72,00;71,00;6,00;93,00;139,99;-41,00;25,00;71,00;-23,00;486,00;10,96;145,00;564,00;71,00;20,00;110,00;71,00;-63,00;14,00;71,00;-14,00;62,00;71,00;17,00;77,00;71,00;-47,00
03.07.2024;03.07.2024;FCR;1;NEGPOS_20_24;60,50;72,00;60,50;-11,00;93,00;139,99;-64,00;25,00;60,50;-23,00;486,00;60,50;143,00;564,00;60,50;35,00;110,00;60,50;-70,00;14,00;60,50;-14,00;62,00;60,50;51,00;77,00;60,50;-47,00
04.07.2024;04.07.2024;FCR;1;NEGPOS_00_04;38,15;72,00;38,15;1,00;93,00;185,80;-65,00;25,00;38,15;-24,00;486,00;4,40;145,00;564,00;38,15;58,00;110,00;38,15;-74,00;14,00;38,15;-13,00;62,00;38,15;18,00;77,00;146,60;-46,00
04.07.2024;04.07.2024;FCR;1;NEGPOS_04_08;63,16;72,00;63,16;19,00;93,00;184,68;-65,00;25,00;63,16;-23,00;486,00;8,80;145,00;564,00;63,16;42,00;110,00;63,16;-72,00;14,00;63,16;-13,00;62,00;63,16;13,00;77,00;146,60;-46,00
04.07.2024;04.07.2024;FCR;1;NEGPOS_08_12;168,76;72,00;168,76;16,00;93,00;168,76;-65,00;25,00;168,76;-15,00;486,00;38,48;145,00;564,00;168,76;1,00;110,00;168,76;-67,00;14,00;168,76;-7,00;62,00;168,76;38,00;77,00;168,76;-46,00
04.07.2024;04.07.2024;FCR;1;NEGPOS_12_16;183,12;72,00;183,12;12,00;93,00;932,74;-65,00;25,00;183,12;-15,00;486,00;4,44;145,00;564,00;183,12;-9,00;110,00;183,12;-68,00;14,00;183,12;-5,00;62,00;183,12;51,00;77,00;183,12;-46,00
04.07.2024;04.07.2024;FCR;1;NEGPOS_16_20;136,40;72,00;136,40;17,00;93,00;181,72;-65,00;25,00;136,40;-18,00;486,00;3,96;145,00;564,00;136,40;12,00;110,00;136,40;-68,00;14,00;136,40;-7,00;62,00;136,40;30,00;77,00;146,60;-46,00
04.07.2024;04.07.2024;FCR;1;NEGPOS_20_24;77,84;72,00;77,84;68,00;93,00;183,20;-65,00;25,00;77,84;-23,00;486,00;8,80;145,00;564,00;77,84;-21,00;110,00;77,84;-75,00;14,00;77,84;-14,00;62,00;77,84;31,00;77,00;146,60;-46,00
05.07.2024;05.07.2024;FCR;1;NEGPOS_00_04;39,25;72,00;39,25;20,00;93,00;161,60;-65,00;25,00;39,25;-24,00;486,00;9,44;145,00;564,00;39,25;38,00;110,00;39,25;-72,00;14,00;39,25;-14,00;62,00;39,25;18,00;77,00;348,00;-46,00
05.07.2024;05.07.2024;FCR;1;NEGPOS_04_08;65,06;72,00;65,06;31,00;93,00;162,48;-65,00;25,00;65,06;-18,00;486,00;17,32;145,00;564,00;65,06;20,00;110,00;65,06;-69,00;14,00;65,06;-14,00;62,00;65,06;23,00;77,00;361,08;-53,00
05.07.2024;05.07.2024;FCR;1;NEGPOS_08_12;152,20;72,00;152,20;27,00;93,00;162,16;-65,00;25,00;152,20;-21,00;486,00;21,08;145,00;564,00;152,20;-15,00;110,00;152,20;-64,00;14,00;152,20;-6,00;62,00;152,20;49,00;77,00;348,00;-50,00
05.07.2024;05.07.2024;FCR;1;NEGPOS_12_16;197,48;72,00;197,48;27,00;93,00;197,48;-65,00;25,00;197,48;-13,00;486,00;8,16;145,00;564,00;197,48;-27,00;110,00;197,48;-63,00;14,00;197,48;-4,00;62,00;197,48;50,00;77,00;348,00;-50,00
05.07.2024;05.07.2024;FCR;1;NEGPOS_16_20;125,30;72,00;125,30;54,00;93,00;160,96;-65,00;25,00;125,30;-18,00;486,00;8,88;145,00;564,00;125,30;-37,00;110,00;125,30;-63,00;14,00;125,30;-7,00;62,00;125,30;37,00;77,00;348,00;-46,00
05.07.2024;05.07.2024;FCR;1;NEGPOS_20_24;62,00;72,00;62,00;44,00;93,00;162,32;-65,00;25,00;62,00;-23,00;486,00;12,48;145,00;564,00;62,00;-26,00;110,00;62,00;-71,00;14,00;62,00;-14,00;62,00;62,00;56,00;77,00;348,00;-46,00
06.07.2024;06.07.2024;FCR;1;NEGPOS_00_04;41,00;72,00;41,00;12,00;93,00;137,76;-65,00;25,00;41,00;-24,00;486,00;4,52;145,00;564,00;41,00;57,00;110,00;41,00;-72,00;14,00;41,00;-14,00;62,00;41,00;13,00;77,00;41,00;-52,00
06.07.2024;06.07.2024;FCR;1;NEGPOS_04_08;64,60;72,00;64,60;30,00;93,00;138,48;-65,00;25,00;64,60;-21,00;486,00;3,64;145,00;564,00;64,60;12,00;110,00;64,60;-69,00;14,00;64,60;-14,00;62,00;64,60;34,00;77,00;64,60;-52,00
06.07.2024;06.07.2024;FCR;1;NEGPOS_08_12;167,31;72,00;167,31;30,00;93,00;167,31;-65,00;25,00;167,31;-16,00;486,00;3,76;145,00;564,00;167,31;-24,00;110,00;167,31;-61,00;14,00;167,31;-8,00;62,00;167,31;51,00;77,00;303,64;-52,00
06.07.2024;06.07.2024;FCR;1;NEGPOS_12_16;228,38;72,00;228,38;12,00;93,00;228,38;-65,00;25,00;228,38;-16,00;486,00;3,72;145,00;564,00;228,38;-27,00;110,00;228,38;-45,00;14,00;228,38;-8,00;62,00;228,38;56,00;77,00;303,64;-52,00
06.07.2024;06.07.2024;FCR;1;NEGPOS_16_20;131,08;72,00;131,08;30,00;93,00;239,19;-65,00;25,00;131,08;-19,00;486,00;3,88;145,00;564,00;131,08;-15,00;110,00;131,08;-63,00;14,00;131,08;-7,00;62,00;131,08;46,00;77,00;131,08;-52,00
06.07.2024;06.07.2024;FCR;1;NEGPOS_20_24;99,20;72,00;99,20;41,00;93,00;142,92;-65,00;25,00;99,20;-21,00;486,00;4,64;145,00;564,00;99,20;-5,00;110,00;99,20;-71,00;14,00;99,20;-14,00;62,00;99,20;42,00;77,00;99,20;-52,00
06.07.2024;06.07.2024;FCR;2;NEGPOS_00_04;-;-;-;-;0,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06.07.2024;06.07.2024;FCR;2;NEGPOS_04_08;-;-;-;-;0,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06.07.2024;06.07.2024;FCR;2;NEGPOS_08_12;-;-;-;-;0,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
